order,seasonal_order,mean_RMSE,std_RMSE,mean_MAE,std_MAE,mean_AIC,std_AIC,mean_BIC,std_BIC,num_successful_trials
"(0, 0, 0)","(1, 0, 1)",119.80145647584321,0.0,82.92239280228372,2.842170943040401e-14,26404.005026031038,7.275957614183426e-12,26421.398132137587,7.275957614183426e-12,30
"(0, 0, 0)","(1, 0, 2)",119.80823261722162,0.0,82.92958096942708,1.4210854715202004e-14,26275.149100263636,7.275957614183426e-12,26298.320147146915,7.275957614183426e-12,30
"(0, 0, 0)","(1, 1, 0)",119.82842937330413,2.842170943040401e-14,82.95717511758578,1.4210854715202004e-14,26526.09139441889,1.0913936421275139e-11,26537.677743113272,7.275957614183426e-12,30
"(0, 0, 0)","(1, 1, 1)",119.19526401046014,2.842170943040401e-14,82.27757183743216,2.842170943040401e-14,26511.943479822174,1.0913936421275139e-11,26529.321764984634,0.0,30
"(0, 0, 0)","(1, 1, 2)",87.23342091383557,4.263256414560601e-14,65.37290335863482,1.4210854715202004e-14,25982.23607161563,3.637978807091713e-12,26005.387259128365,7.275957614183426e-12,30
"(0, 0, 0)","(1, 2, 0)",131.3392722588386,2.842170943040401e-14,92.0187587324937,2.842170943040401e-14,27448.481221216298,7.275957614183426e-12,27460.057644331988,1.0913936421275139e-11,30
"(0, 0, 0)","(1, 2, 1)",121.93291087837866,2.842170943040401e-14,86.01036345358581,0.0,26452.98919722703,7.275957614183426e-12,26470.352587861573,7.275957614183426e-12,30
"(0, 0, 0)","(1, 2, 2)",123.96879704352794,0.0,88.68643268916418,2.842170943040401e-14,26337.390610575247,7.275957614183426e-12,26360.52183962661,3.637978807091713e-12,30
"(0, 0, 0)","(2, 0, 0)",119.80390723590504,1.4210854715202004e-14,82.92552418614929,1.4210854715202004e-14,26290.579475993633,0.0,26307.958999035196,3.637978807091713e-12,30
"(0, 0, 0)","(2, 0, 1)",119.80420725011855,2.842170943040401e-14,82.92587388752473,2.842170943040401e-14,26291.99502365663,0.0,26315.167721045396,1.0913936421275139e-11,30
"(0, 0, 0)","(2, 0, 2)",119.78964736103502,2.842170943040401e-14,82.90319634007953,2.842170943040401e-14,26275.34354160483,7.275957614183426e-12,26304.30735020891,1.0913936421275139e-11,30
"(0, 0, 0)","(2, 1, 0)",119.82894009894015,0.0,82.95868593409382,1.4210854715202004e-14,26396.231453188706,3.637978807091713e-12,26413.596087862257,7.275957614183426e-12,30
"(0, 0, 0)","(2, 1, 1)",86.96071684687551,2.842170943040401e-14,65.40661482217551,1.4210854715202004e-14,25961.546957116614,7.275957614183426e-12,25984.699803348016,7.275957614183426e-12,30
"(0, 0, 0)","(2, 1, 2)",86.57479263969692,4.263256414560601e-14,65.46987659365986,1.4210854715202004e-14,25916.77373704909,3.637978807091713e-12,25945.712721440002,3.637978807091713e-12,30
"(0, 0, 0)","(2, 2, 0)",126.00855549669677,0.0,88.67343926533552,4.263256414560601e-14,27163.103205883155,7.275957614183426e-12,27180.452877932148,7.275957614183426e-12,30
"(0, 0, 0)","(2, 2, 1)",122.182232204083,0.0,86.36185878190093,1.4210854715202004e-14,26331.778662488523,1.0913936421275139e-11,26354.91155855385,7.275957614183426e-12,30
"(0, 0, 0)","(2, 2, 2)",121.16275578322956,4.263256414560601e-14,84.95101064658651,1.4210854715202004e-14,26321.184317743075,7.275957614183426e-12,26350.098354057285,3.637978807091713e-12,30
"(0, 0, 1)","(0, 0, 0)",119.79436945070748,2.842170943040401e-14,82.91033839608774,1.4210854715202004e-14,26995.76681095773,1.0913936421275139e-11,27007.371229590244,7.275957614183426e-12,30
"(0, 0, 1)","(0, 0, 1)",119.77451651090942,2.842170943040401e-14,82.83463886013652,2.842170943040401e-14,25648.982435391834,3.637978807091713e-12,25666.374309212468,3.637978807091713e-12,30
"(0, 0, 1)","(0, 0, 2)",119.8266763500464,1.4210854715202004e-14,83.07173083145169,2.842170943040401e-14,25116.805831070516,0.0,25139.975226766976,7.275957614183426e-12,30
"(0, 0, 1)","(0, 1, 0)",119.96534936428488,2.842170943040401e-14,83.17198224928096,0.0,25012.58900676035,1.0913936421275139e-11,25024.183589307442,7.275957614183426e-12,30
"(0, 0, 1)","(0, 1, 1)",119.81901667045082,2.842170943040401e-14,83.0130566988037,0.0,24856.067601555533,1.0913936421275139e-11,24873.444648327884,0.0,30
"(0, 0, 1)","(0, 1, 2)",87.18170514129,0.0,65.68873420037569,1.4210854715202004e-14,24598.466508362886,7.275957614183426e-12,24621.616036468808,1.0913936421275139e-11,30
"(0, 0, 1)","(0, 2, 0)",173.97095790963132,5.684341886080802e-14,116.03491884727337,2.842170943040401e-14,26810.20836604949,7.275957614183426e-12,26821.79306389773,7.275957614183426e-12,30
"(0, 0, 1)","(0, 2, 1)",122.22190983576957,0.0,86.42320776325866,0.0,24840.42638278158,0.0,24857.788528861027,7.275957614183426e-12,30
"(0, 0, 1)","(0, 2, 2)",122.15449437078634,0.0,86.36168210031279,1.4210854715202004e-14,24683.47462774813,0.0,24706.60418909047,1.0913936421275139e-11,30
"(0, 0, 1)","(1, 0, 0)",119.80572640414178,1.4210854715202004e-14,82.93250918564766,0.0,24763.395454430527,1.0913936421275139e-11,24780.78979231704,1.0913936421275139e-11,30
"(0, 0, 1)","(1, 0, 1)",119.80454631009079,2.842170943040401e-14,82.9307090803266,4.263256414560601e-14,24745.060402119394,7.275957614183426e-12,24768.249567213577,0.0,30
"(0, 0, 1)","(1, 0, 2)",119.7802046620281,1.4210854715202004e-14,82.89794718824972,2.842170943040401e-14,24627.069111443776,1.0913936421275139e-11,24656.030856064324,7.275957614183426e-12,30
"(0, 0, 1)","(1, 1, 0)",119.86245291521658,1.4210854715202004e-14,83.05766488496975,2.842170943040401e-14,24882.006213255227,0.0,24899.385736296786,7.275957614183426e-12,30
"(0, 0, 1)","(1, 1, 1)",87.25692984157409,2.842170943040401e-14,65.33604012308645,1.4210854715202004e-14,24459.63792442832,3.637978807091713e-12,24482.80732012478,1.0913936421275139e-11,30
"(0, 0, 1)","(1, 1, 2)",87.16181580788944,2.842170943040401e-14,65.35183402111332,0.0,24330.747247470506,7.275957614183426e-12,24359.68415760293,7.275957614183426e-12,30
"(0, 0, 1)","(1, 2, 0)",133.73904888809926,0.0,96.03640439832601,2.842170943040401e-14,25937.65004883029,7.275957614183426e-12,25955.014683503814,1.0913936421275139e-11,30
"(0, 0, 1)","(1, 2, 1)",122.08910380625824,1.4210854715202004e-14,86.2643317832271,0.0,24808.239721944075,7.275957614183426e-12,24831.38925005002,1.0913936421275139e-11,30
"(0, 0, 1)","(1, 2, 2)",87.7369979037812,0.0,65.16877462201667,1.4210854715202004e-14,24369.513330563048,1.0913936421275139e-11,24398.42528224097,3.637978807091713e-12,30
"(0, 0, 1)","(2, 0, 0)",119.8044203473596,0.0,82.93050998245705,2.842170943040401e-14,24650.911349913764,1.0913936421275139e-11,24674.084047302502,7.275957614183426e-12,30
"(0, 0, 1)","(2, 0, 1)",119.80936081226929,4.263256414560601e-14,82.93863960320218,2.842170943040401e-14,24652.975534033274,3.637978807091713e-12,24681.94140576922,3.637978807091713e-12,30
"(0, 0, 1)","(2, 0, 2)",120.08724777004858,2.842170943040401e-14,83.42055701099346,1.4210854715202004e-14,24656.63068531435,1.0913936421275139e-11,24691.38477885905,1.0913936421275139e-11,30
"(0, 0, 1)","(2, 1, 0)",119.85580850288903,1.4210854715202004e-14,83.04837877356297,1.4210854715202004e-14,24760.659257755855,3.637978807091713e-12,24783.81210398724,7.275957614183426e-12,30
"(0, 0, 1)","(2, 1, 1)",87.12888704700163,0.0,65.36303319877943,1.4210854715202004e-14,24351.49583199037,3.637978807091713e-12,24380.436889779605,3.637978807091713e-12,30
"(0, 0, 1)","(2, 1, 2)",87.48456445563127,0.0,65.6035985713927,0.0,24359.485527967234,7.275957614183426e-12,24394.209820126158,7.275957614183426e-12,30
"(0, 0, 1)","(2, 2, 0)",126.65125089846927,1.4210854715202004e-14,89.82811983880399,1.4210854715202004e-14,25551.14154798784,7.275957614183426e-12,25574.27444405319,3.637978807091713e-12,30
"(0, 0, 1)","(2, 2, 1)",122.43869099387213,0.0,86.7377595413112,2.842170943040401e-14,24708.577306514107,3.637978807091713e-12,24737.493426595793,7.275957614183426e-12,30
"(0, 0, 1)","(2, 2, 2)",124.01871171655526,2.842170943040401e-14,88.7884349950667,2.842170943040401e-14,24707.60552604172,7.275957614183426e-12,24742.299868055256,3.637978807091713e-12,30
"(0, 0, 2)","(0, 0, 0)",119.79457647623443,0.0,82.9113510144989,0.0,25373.17645933828,0.0,25390.58186054401,3.637978807091713e-12,30
"(0, 0, 2)","(0, 0, 1)",119.78022514270923,0.0,82.84889238909548,0.0,24424.131262098203,0.0,24447.318783469345,7.275957614183426e-12,30
"(0, 0, 2)","(0, 0, 2)",119.8076170831285,4.263256414560601e-14,82.99373107662741,4.263256414560601e-14,24043.08063167621,7.275957614183426e-12,24072.040311460885,7.275957614183426e-12,30
"(0, 0, 2)","(0, 1, 0)",119.58983336982425,1.4210854715202004e-14,82.6671950335843,2.842170943040401e-14,24176.828471762125,0.0,24194.219112790463,1.0913936421275139e-11,30
"(0, 0, 2)","(0, 1, 1)",119.11992099036542,4.263256414560601e-14,82.22255702802447,2.842170943040401e-14,23912.52302336193,3.637978807091713e-12,23935.690767189688,3.637978807091713e-12,30
"(0, 0, 2)","(0, 1, 2)",87.1721052465629,2.842170943040401e-14,65.68451562081675,2.842170943040401e-14,23536.07241124975,3.637978807091713e-12,23565.007246262834,7.275957614183426e-12,30
"(0, 0, 2)","(0, 2, 0)",169.94040166147983,2.842170943040401e-14,111.68177314092824,0.0,26183.284588612347,7.275957614183426e-12,26200.660396483152,0.0,30
"(0, 0, 2)","(0, 2, 1)",121.78014603363825,2.842170943040401e-14,85.77614197275777,2.842170943040401e-14,24015.117453507697,3.637978807091713e-12,24038.26532151816,7.275957614183426e-12,30
"(0, 0, 2)","(0, 2, 2)",121.49390222866809,1.4210854715202004e-14,85.43436435545021,2.842170943040401e-14,23754.280822316377,1.0913936421275139e-11,23783.19068848854,0.0,30
"(0, 0, 2)","(1, 0, 0)",119.78636547731307,2.842170943040401e-14,82.89450258432086,0.0,23848.68950113239,1.0913936421275139e-11,23871.881951647712,7.275957614183426e-12,30
"(0, 0, 2)","(1, 0, 1)",119.78071874504161,2.842170943040401e-14,82.8883850605494,1.4210854715202004e-14,23799.311194425194,7.275957614183426e-12,23828.295596139116,1.0913936421275139e-11,30
"(0, 0, 2)","(1, 0, 2)",119.78136867434208,0.0,82.88784563414009,4.263256414560601e-14,23693.343869742395,7.275957614183426e-12,23728.095485484027,3.637978807091713e-12,30
"(0, 0, 2)","(1, 1, 0)",119.54555371907794,2.842170943040401e-14,82.64361532733238,2.842170943040401e-14,23978.1236428511,3.637978807091713e-12,24001.29634023985,3.637978807091713e-12,30
"(0, 0, 2)","(1, 1, 1)",87.10909785371084,1.4210854715202004e-14,65.33551108899111,0.0,23496.84235649999,3.637978807091713e-12,23525.802036284687,3.637978807091713e-12,30
"(0, 0, 2)","(1, 1, 2)",87.08898569370548,2.842170943040401e-14,65.34288580805837,1.4210854715202004e-14,23385.554165236343,1.0913936421275139e-11,23420.27596725205,7.275957614183426e-12,30
"(0, 0, 2)","(1, 2, 0)",126.53669904209079,2.842170943040401e-14,90.16939273703194,2.842170943040401e-14,25183.149119787813,7.275957614183426e-12,25206.301966019197,3.637978807091713e-12,30
"(0, 0, 2)","(1, 2, 1)",121.73213592739482,2.842170943040401e-14,85.73166695141035,2.842170943040401e-14,23904.1768696532,7.275957614183426e-12,23933.111704666284,0.0,30
"(0, 0, 2)","(1, 2, 2)",140.19375010574745,5.684341886080802e-14,108.64446769082375,2.842170943040401e-14,23640.59344374422,7.275957614183426e-12,23675.285283150824,7.275957614183426e-12,30
"(0, 0, 2)","(2, 0, 0)",119.78160508492253,2.842170943040401e-14,82.88883305552834,2.842170943040401e-14,23717.651523257613,0.0,23746.617394993555,3.637978807091713e-12,30
"(0, 0, 2)","(2, 0, 1)",88.36558545082246,1.4210854715202004e-14,64.74641466411664,0.0,23532.169400689734,1.0913936421275139e-11,23566.928446772858,0.0,30
"(0, 0, 2)","(2, 0, 2)",119.73733235396224,1.4210854715202004e-14,82.82763931496721,0.0,23692.636605417927,3.637978807091713e-12,23733.18015711649,0.0,30
"(0, 0, 2)","(2, 1, 0)",119.56748498297385,0.0,82.67013785087423,1.4210854715202004e-14,23845.85301560282,7.275957614183426e-12,23874.794073392062,0.0,30
"(0, 0, 2)","(2, 1, 1)",87.10406657210537,1.4210854715202004e-14,65.337154661386,0.0,23412.25988712472,1.0913936421275139e-11,23446.98915647179,0.0,30
"(0, 0, 2)","(2, 1, 2)",87.09502836848726,4.263256414560601e-14,65.33743242802058,1.4210854715202004e-14,23387.55610043522,7.275957614183426e-12,23428.064869453534,3.637978807091713e-12,30
"(0, 0, 2)","(2, 2, 0)",155.94494689173607,5.684341886080802e-14,105.49937007624257,2.842170943040401e-14,24685.478669132142,7.275957614183426e-12,24714.39478921382,1.0913936421275139e-11,30
"(0, 0, 2)","(2, 2, 1)",122.20494603242274,2.842170943040401e-14,86.38340691577254,2.842170943040401e-14,23800.64241230113,7.275957614183426e-12,23835.34175639914,0.0,30
"(0, 0, 2)","(2, 2, 2)",120.73253451316434,2.842170943040401e-14,84.3385976633409,2.842170943040401e-14,23761.848278259262,3.637978807091713e-12,23802.322090900292,7.275957614183426e-12,30
"(0, 1, 0)","(0, 0, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,21840.124664607774,3.637978807091713e-12,21845.92687392401,7.275957614183426e-12,30
"(0, 1, 0)","(0, 0, 1)",119.79465004406246,2.842170943040401e-14,82.91176482426499,0.0,21745.248887840884,0.0,21756.84347038798,0.0,30
"(0, 1, 0)","(0, 0, 2)",119.76091886741534,4.263256414560601e-14,82.87682553565843,1.4210854715202004e-14,21646.38586275793,3.637978807091713e-12,21663.76290953028,7.275957614183426e-12,30
"(0, 1, 0)","(0, 1, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,23438.298677187333,7.275957614183426e-12,23444.09596846089,3.637978807091713e-12,30
"(0, 1, 0)","(0, 1, 1)",123.91911212695055,1.4210854715202004e-14,88.83419748249294,1.4210854715202004e-14,21657.907757796547,7.275957614183426e-12,21669.492455644766,0.0,30
"(0, 1, 0)","(0, 1, 2)",123.42620391314661,2.842170943040401e-14,88.14462332522402,2.842170943040401e-14,21561.863738847776,0.0,21579.225884927222,7.275957614183426e-12,30
"(0, 1, 0)","(0, 2, 0)",165.73973612480404,0.0,106.74509803921826,2.842170943040401e-14,25984.021917461036,3.637978807091713e-12,25989.81426638515,3.637978807091713e-12,30
"(0, 1, 0)","(0, 2, 1)",111.99019767676768,2.842170943040401e-14,74.83166952852305,2.842170943040401e-14,23279.506888551125,1.0913936421275139e-11,23291.081652604076,7.275957614183426e-12,30
"(0, 1, 0)","(0, 2, 2)",153.65820612748772,5.684341886080802e-14,124.68959574380382,1.4210854715202004e-14,21591.515547625495,0.0,21608.86271863225,7.275957614183426e-12,30
"(0, 1, 0)","(1, 0, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,21753.21219278411,1.0913936421275139e-11,21764.807596855146,1.0913936421275139e-11,30
"(0, 1, 0)","(1, 0, 1)",119.79450227936424,0.0,82.91161091257648,2.842170943040401e-14,21747.10044221269,3.637978807091713e-12,21764.492316033335,0.0,30
"(0, 1, 0)","(1, 0, 2)",118.93353087118096,4.263256414560601e-14,82.00311443303103,1.4210854715202004e-14,21645.41842317697,3.637978807091713e-12,21668.587818873424,7.275957614183426e-12,30
"(0, 1, 0)","(1, 1, 0)",119.57253536137675,2.842170943040401e-14,82.68993644618254,2.842170943040401e-14,22662.512100589123,3.637978807091713e-12,22674.097624030765,3.637978807091713e-12,30
"(0, 1, 0)","(1, 1, 1)",123.89812871660989,2.842170943040401e-14,88.80500809735993,2.842170943040401e-14,21659.676219246914,7.275957614183426e-12,21677.053266019244,3.637978807091713e-12,30
"(0, 1, 0)","(1, 1, 2)",123.10411870290311,2.842170943040401e-14,87.70331608167459,1.4210854715202004e-14,21559.18691314595,3.637978807091713e-12,21582.336441251897,3.637978807091713e-12,30
"(0, 1, 0)","(1, 2, 0)",124.43053321542041,0.0,87.49033398242172,2.842170943040401e-14,24486.73939245105,1.0913936421275139e-11,24498.31498620742,3.637978807091713e-12,30
"(0, 1, 0)","(1, 2, 1)",135.90959688730717,2.842170943040401e-14,103.97420166814692,4.263256414560601e-14,22618.415047185346,7.275957614183426e-12,22635.777193264796,3.637978807091713e-12,30
"(0, 1, 0)","(1, 2, 2)",153.82733385789408,2.842170943040401e-14,124.88520770588256,4.263256414560601e-14,21593.40358189284,0.0,21616.53314323518,7.275957614183426e-12,30
"(0, 1, 0)","(2, 0, 0)",119.79473575375677,2.842170943040401e-14,82.91202203332719,2.842170943040401e-14,21654.752395814965,7.275957614183426e-12,21672.1306809774,7.275957614183426e-12,30
"(0, 1, 0)","(2, 0, 1)",118.90538221075222,2.842170943040401e-14,81.97303930854225,2.842170943040401e-14,21653.960083313552,3.637978807091713e-12,21677.131130196827,7.275957614183426e-12,30
"(0, 1, 0)","(2, 0, 2)",117.13713779821043,0.0,80.1150292084218,1.4210854715202004e-14,21641.246328172292,3.637978807091713e-12,21670.208072792862,0.0,30
"(0, 1, 0)","(2, 1, 0)",119.57503174229653,2.842170943040401e-14,82.69106813386495,1.4210854715202004e-14,22268.07728376212,1.0913936421275139e-11,22285.440674396657,7.275957614183426e-12,30
"(0, 1, 0)","(2, 1, 1)",123.66271339377234,2.842170943040401e-14,88.47738702742676,2.842170943040401e-14,21570.656209010765,7.275957614183426e-12,21593.807396523505,7.275957614183426e-12,30
"(0, 1, 0)","(2, 1, 2)",122.28214983855254,2.842170943040401e-14,86.55155159670994,0.0,21554.126317657334,7.275957614183426e-12,21583.063227789753,1.0913936421275139e-11,30
"(0, 1, 0)","(2, 2, 0)",12831.542725475834,5.4569682106375694e-12,9692.940972475952,0.0,23510.340181457243,7.275957614183426e-12,23527.68860324577,0.0,30
"(0, 1, 0)","(2, 2, 1)",120.40110589308203,2.842170943040401e-14,83.96489244976871,1.4210854715202004e-14,22234.498699811847,7.275957614183426e-12,22257.62992886319,1.0913936421275139e-11,30
"(0, 1, 0)","(2, 2, 2)",157.35483481151246,2.842170943040401e-14,129.03354873303675,0.0,21618.154091606157,0.0,21647.0660432841,7.275957614183426e-12,30
"(0, 1, 1)","(0, 0, 0)",119.79465000278348,4.263256414560601e-14,82.91176470307212,0.0,21718.53529516595,0.0,21730.13889596976,7.275957614183426e-12,30
"(0, 1, 1)","(0, 0, 1)",119.79552162225299,2.842170943040401e-14,82.91302409768642,2.842170943040401e-14,21624.5833675452,7.275957614183426e-12,21641.97400857356,3.637978807091713e-12,30
"(0, 1, 1)","(0, 0, 2)",119.71090412864925,4.263256414560601e-14,82.82476980470405,2.842170943040401e-14,21525.665867055744,7.275957614183426e-12,21548.83361088348,7.275957614183426e-12,30
"(0, 1, 1)","(0, 1, 0)",128.23918061657463,0.0,94.64963985861915,0.0,23302.264118487794,7.275957614183426e-12,23313.857879173353,0.0,30
"(0, 1, 1)","(0, 1, 1)",123.24003494685805,0.0,87.88609842505585,2.842170943040401e-14,21546.41536860913,0.0,21563.791176479936,7.275957614183426e-12,30
"(0, 1, 1)","(0, 1, 2)",123.17545765585105,1.4210854715202004e-14,87.79613588118885,4.263256414560601e-14,21452.350741834332,1.0913936421275139e-11,21475.498609844788,7.275957614183426e-12,30
"(0, 1, 1)","(0, 2, 0)",698.5847028185121,1.1368683772161603e-13,556.8529321477105,1.1368683772161603e-13,25834.55502928103,7.275957614183426e-12,25846.1389011949,0.0,30
"(0, 1, 1)","(0, 2, 1)",121.2330108062687,2.842170943040401e-14,84.98166018707126,2.842170943040401e-14,23146.667206628736,7.275957614183426e-12,23164.028107636594,7.275957614183426e-12,30
"(0, 1, 1)","(0, 2, 2)",151.45437079423442,2.842170943040401e-14,122.11557857525789,4.263256414560601e-14,21480.97540740225,3.637978807091713e-12,21504.10330033999,7.275957614183426e-12,30
"(0, 1, 1)","(1, 0, 0)",119.79536700560371,2.842170943040401e-14,82.91280062622766,0.0,21640.595066640537,3.637978807091713e-12,21657.988172747086,3.637978807091713e-12,30
"(0, 1, 1)","(1, 0, 1)",119.79494011216957,0.0,82.91218852546503,1.4210854715202004e-14,21626.47401198376,7.275957614183426e-12,21649.6615333549,0.0,30
"(0, 1, 1)","(1, 0, 2)",116.39455654110105,4.263256414560601e-14,79.33833477416371,1.4210854715202004e-14,21518.9065507727,7.275957614183426e-12,21547.866230557393,1.0913936421275139e-11,30
"(0, 1, 1)","(1, 1, 0)",121.94914503994038,1.4210854715202004e-14,86.05699796881537,2.842170943040401e-14,22560.386616488206,3.637978807091713e-12,22577.764901650644,7.275957614183426e-12,30
"(0, 1, 1)","(1, 1, 1)",123.23005112826826,1.4210854715202004e-14,87.87213670577366,2.842170943040401e-14,21548.340575359543,3.637978807091713e-12,21571.508319187305,7.275957614183426e-12,30
"(0, 1, 1)","(1, 1, 2)",122.85587661202823,1.4210854715202004e-14,87.35940287297164,2.842170943040401e-14,21447.66456415007,7.275957614183426e-12,21476.59939916315,0.0,30
"(0, 1, 1)","(1, 2, 0)",310.3912036958525,5.684341886080802e-14,258.78330276735164,5.684341886080802e-14,24364.14763655191,7.275957614183426e-12,24381.51102718645,7.275957614183426e-12,30
"(0, 1, 1)","(1, 2, 1)",138.2492513610777,2.842170943040401e-14,106.80135756084468,2.842170943040401e-14,22507.78676798461,7.275957614183426e-12,22530.934635995065,3.637978807091713e-12,30
"(0, 1, 1)","(1, 2, 2)",151.2320235738144,2.842170943040401e-14,121.8843411007073,2.842170943040401e-14,21482.967822912473,7.275957614183426e-12,21511.877689084635,3.637978807091713e-12,30
"(0, 1, 1)","(2, 0, 0)",119.79561509352797,2.842170943040401e-14,82.91337835795811,2.842170943040401e-14,21542.481855494167,7.275957614183426e-12,21565.652902377424,0.0,30
"(0, 1, 1)","(2, 0, 1)",116.27739165156696,2.842170943040401e-14,79.21205619831302,1.4210854715202004e-14,21535.182728603504,7.275957614183426e-12,21564.146537207605,1.0913936421275139e-11,30
"(0, 1, 1)","(2, 0, 2)",115.93552816363268,1.4210854715202004e-14,78.83483036273034,1.4210854715202004e-14,21515.40692178752,7.275957614183426e-12,21550.158537529143,3.637978807091713e-12,30
"(0, 1, 1)","(2, 1, 0)",120.6098203033468,4.263256414560601e-14,84.16253595847677,2.842170943040401e-14,22183.220984554173,7.275957614183426e-12,22206.37217206691,3.637978807091713e-12,30
"(0, 1, 1)","(2, 1, 1)",123.36728718420089,0.0,88.06585916791308,2.842170943040401e-14,21468.62112669029,0.0,21497.560111081202,7.275957614183426e-12,30
"(0, 1, 1)","(2, 1, 2)",121.88102760731235,2.842170943040401e-14,85.98924748827858,0.0,21444.005532092808,7.275957614183426e-12,21478.727334108513,7.275957614183426e-12,30
"(0, 1, 1)","(2, 2, 0)",11757.98085056221,3.637978807091713e-12,8878.487888592199,1.8189894035458565e-12,23414.964307889615,7.275957614183426e-12,23438.09553694098,3.637978807091713e-12,30
"(0, 1, 1)","(2, 2, 1)",122.9174414135467,2.842170943040401e-14,87.49579965919007,1.4210854715202004e-14,22150.0565426545,7.275957614183426e-12,22178.97057896868,1.0913936421275139e-11,30
"(0, 1, 1)","(2, 2, 2)",151.39787524218985,2.842170943040401e-14,122.05738723927882,1.4210854715202004e-14,21484.759068017935,0.0,21519.450907424543,3.637978807091713e-12,30
"(0, 1, 2)","(0, 0, 0)",119.7946500054971,4.263256414560601e-14,82.9117647059119,2.842170943040401e-14,21711.41753115578,7.275957614183426e-12,21728.82170511666,0.0,30
"(0, 1, 2)","(0, 0, 1)",119.79506250071184,4.263256414560601e-14,82.91236087724006,1.4210854715202004e-14,21617.514666317937,7.275957614183426e-12,21640.70054329027,3.637978807091713e-12,30
"(0, 1, 2)","(0, 0, 2)",119.70507610862965,2.842170943040401e-14,82.81869946250984,0.0,21517.980500758356,7.275957614183426e-12,21546.938114854114,1.0913936421275139e-11,30
"(0, 1, 2)","(0, 1, 0)",127.00246426251243,4.263256414560601e-14,93.00370325385889,1.4210854715202004e-14,23295.432905486778,0.0,23312.82231321604,3.637978807091713e-12,30
"(0, 1, 2)","(0, 1, 1)",123.64572002429476,2.842170943040401e-14,88.45358570617461,0.0,21539.429670093108,3.637978807091713e-12,21562.5957613697,7.275957614183426e-12,30
"(0, 1, 2)","(0, 1, 2)",122.11183897955848,2.842170943040401e-14,86.29178350282501,4.263256414560601e-14,21445.03459375324,7.275957614183426e-12,21473.967352785385,7.275957614183426e-12,30
"(0, 1, 2)","(0, 2, 0)",616.8256135081467,1.1368683772161603e-13,493.8532221459158,1.1368683772161603e-13,25826.424367704396,3.637978807091713e-12,25843.798936161835,1.0913936421275139e-11,30
"(0, 1, 2)","(0, 2, 1)",120.3272953491095,2.842170943040401e-14,83.86355765114475,1.4210854715202004e-14,23139.282003858276,3.637978807091713e-12,23162.428211083992,3.637978807091713e-12,30
"(0, 1, 2)","(0, 2, 2)",151.2118006530008,2.842170943040401e-14,121.83685031919543,1.4210854715202004e-14,21474.334684878555,3.637978807091713e-12,21503.242464674735,7.275957614183426e-12,30
"(0, 1, 2)","(1, 0, 0)",119.79497651805939,2.842170943040401e-14,82.91223656300868,1.4210854715202004e-14,21641.41264285248,7.275957614183426e-12,21664.603450994546,7.275957614183426e-12,30
